input_1,input_2,input_3,label_id,label,split
3803,3286,641,1,GUNTING,test
4031,3022,1087,1,GUNTING,validation
3372,3803,3342,2,KERTAS,train
2035,2732,423,3,TIDAK_VALID,train
3820,3045,4051,2,KERTAS,validation
1172,124,426,0,BATU,test
536,399,641,0,BATU,train
3867,3376,542,1,GUNTING,validation
108,808,514,0,BATU,train
2510,2689,3392,3,TIDAK_VALID,train
3343,4068,570,1,GUNTING,train
741,923,782,0,BATU,validation
404,554,698,0,BATU,train
373,1074,29,0,BATU,train
3885,3596,301,1,GUNTING,train
419,984,1049,0,BATU,train
1653,2400,2297,3,TIDAK_VALID,train
3994,4058,3583,2,KERTAS,test
190,3724,2032,3,TIDAK_VALID,train
3513,3426,3717,2,KERTAS,train
1511,697,1314,3,TIDAK_VALID,validation
1147,2126,3910,3,TIDAK_VALID,train
3403,3602,4046,2,KERTAS,validation
1809,186,1920,3,TIDAK_VALID,test
3229,3216,3469,2,KERTAS,train
3725,3614,3407,2,KERTAS,train
3733,3274,292,1,GUNTING,test
54,1455,3421,3,TIDAK_VALID,test
3107,3701,3288,2,KERTAS,train
494,943,1097,0,BATU,train
4046,3472,52,1,GUNTING,train
3473,3516,1173,1,GUNTING,test
858,254,371,0,BATU,train
575,1182,554,0,BATU,train
3019,3095,408,1,GUNTING,train
1231,443,773,3,TIDAK_VALID,train
3204,3683,865,1,GUNTING,train
791,2798,3823,3,TIDAK_VALID,train
3066,3275,407,1,GUNTING,train
3696,3259,11,1,GUNTING,test
3861,4044,3134,2,KERTAS,train
879,3465,36,3,TIDAK_VALID,validation
2997,4052,736,1,GUNTING,train
3696,3400,635,1,GUNTING,test
563,509,645,0,BATU,train
213,113,225,0,BATU,train
452,625,280,0,BATU,test
718,971,430,0,BATU,validation
1064,724,441,0,BATU,train
931,1050,391,0,BATU,test
3404,3289,941,1,GUNTING,train
3734,2967,577,1,GUNTING,train
1969,395,1017,3,TIDAK_VALID,train
455,1924,2477,3,TIDAK_VALID,train
3778,3687,3377,2,KERTAS,train
3796,4074,3844,2,KERTAS,train
3660,247,1602,3,TIDAK_VALID,train
590,200,819,0,BATU,validation
3672,3916,3828,2,KERTAS,train
4094,3846,621,1,GUNTING,test
3168,3220,3619,2,KERTAS,test
2421,1786,1025,3,TIDAK_VALID,train
1181,3993,2338,3,TIDAK_VALID,train
173,746,378,0,BATU,validation
4084,4021,154,1,GUNTING,train
3540,3599,3337,2,KERTAS,train
3647,2878,2936,2,KERTAS,validation
3872,4021,3079,2,KERTAS,train
3408,3893,744,1,GUNTING,train
1054,6,632,0,BATU,train
354,1013,832,0,BATU,test
591,403,658,0,BATU,train
3210,3504,144,1,GUNTING,train
770,434,835,0,BATU,train
2936,643,1426,3,TIDAK_VALID,train
209,57,176,0,BATU,validation
3165,3317,432,1,GUNTING,train
3247,3698,3034,2,KERTAS,train
4093,2724,802,3,TIDAK_VALID,test
3322,3355,3278,2,KERTAS,train
750,378,367,0,BATU,train
3639,1588,3461,3,TIDAK_VALID,train
751,780,506,0,BATU,train
3504,3499,1012,1,GUNTING,test
3036,3379,2934,2,KERTAS,train
2305,2305,873,3,TIDAK_VALID,train
2876,3252,4063,2,KERTAS,train
3400,1781,2037,3,TIDAK_VALID,train
331,854,35,0,BATU,validation
662,1006,114,0,BATU,train
3794,3493,2908,2,KERTAS,train
3488,3519,3734,2,KERTAS,train
3468,3831,7,1,GUNTING,train
3378,3572,749,1,GUNTING,validation
3377,3835,3049,2,KERTAS,train
125,1081,983,0,BATU,validation
3759,4016,3605,2,KERTAS,train
3392,3210,843,1,GUNTING,train
200,692,452,0,BATU,train
616,2415,402,3,TIDAK_VALID,validation
388,948,813,0,BATU,train
3488,2990,809,1,GUNTING,train
317,373,2164,3,TIDAK_VALID,test
3051,3096,652,1,GUNTING,train
2411,2169,3471,3,TIDAK_VALID,test
3472,3161,65,1,GUNTING,train
705,612,713,0,BATU,train
2999,3939,3450,2,KERTAS,test
3879,3184,3382,2,KERTAS,train
1434,27,3622,3,TIDAK_VALID,test
3953,4036,526,1,GUNTING,train
3457,3186,297,1,GUNTING,train
4025,2989,923,1,GUNTING,validation
2990,4047,1974,3,TIDAK_VALID,train
1101,869,73,0,BATU,test
1225,3117,93,3,TIDAK_VALID,train
3475,3392,3046,2,KERTAS,test
3900,3811,771,1,GUNTING,train
988,879,908,0,BATU,train
118,1109,560,0,BATU,train
3008,3775,796,1,GUNTING,test
3521,3187,3710,2,KERTAS,test
637,94,1181,0,BATU,test
3201,1598,270,3,TIDAK_VALID,train
3956,3302,1032,1,GUNTING,validation
867,476,787,0,BATU,train
928,316,1016,0,BATU,train
3010,2424,1579,3,TIDAK_VALID,test
3890,3859,3494,2,KERTAS,validation
1094,1098,637,0,BATU,train
3264,3214,3185,2,KERTAS,train
3347,3425,33,1,GUNTING,test
2739,2748,3929,3,TIDAK_VALID,train
3113,3487,3258,2,KERTAS,test
443,217,574,0,BATU,train
2908,3638,268,1,GUNTING,validation
3883,4021,3685,2,KERTAS,train
2452,1189,797,3,TIDAK_VALID,test
3435,2992,3283,2,KERTAS,train
1195,1420,1513,3,TIDAK_VALID,train
3754,3266,207,1,GUNTING,validation
3701,3791,3697,2,KERTAS,train
718,324,1142,0,BATU,train
3259,2644,1071,3,TIDAK_VALID,train
3267,3493,3225,2,KERTAS,train
1569,3898,414,3,TIDAK_VALID,train
155,863,195,0,BATU,validation
3705,3656,802,1,GUNTING,train
620,736,413,0,BATU,validation
124,718,3840,3,TIDAK_VALID,train
3696,4085,1997,3,TIDAK_VALID,train
386,335,161,0,BATU,train
334,367,1221,0,BATU,test
3117,3988,925,1,GUNTING,train
3152,4036,3554,2,KERTAS,train
3944,2923,1219,1,GUNTING,train
4007,3982,4084,2,KERTAS,train
471,896,679,0,BATU,train
2975,3511,292,1,GUNTING,validation
1129,40,82,0,BATU,train
2004,1394,682,3,TIDAK_VALID,train
3882,3652,903,1,GUNTING,train
3567,2784,3434,3,TIDAK_VALID,train
3139,3104,387,1,GUNTING,train
641,387,693,0,BATU,train
4016,3981,253,1,GUNTING,validation
912,726,803,0,BATU,train
2948,3010,3624,2,KERTAS,train
3390,3423,2873,2,KERTAS,train
3067,3676,3513,2,KERTAS,train
598,2315,1004,3,TIDAK_VALID,train
3678,1232,2445,3,TIDAK_VALID,train
83,856,512,0,BATU,validation
148,1040,2859,3,TIDAK_VALID,train
85,823,614,0,BATU,validation
992,436,504,0,BATU,train
3633,3887,2893,2,KERTAS,test
1340,3917,1291,3,TIDAK_VALID,train
784,2455,3004,3,TIDAK_VALID,test
1706,2460,2493,3,TIDAK_VALID,train
3884,2867,656,1,GUNTING,validation
2029,3167,148,3,TIDAK_VALID,train
919,3377,3316,3,TIDAK_VALID,train
1871,1324,2975,3,TIDAK_VALID,validation
2576,422,598,3,TIDAK_VALID,train
3998,4050,281,1,GUNTING,validation
1153,294,818,0,BATU,validation
3799,2032,3940,3,TIDAK_VALID,test
3199,3737,3473,2,KERTAS,train
3341,1074,2217,3,TIDAK_VALID,train
1081,296,197,0,BATU,validation
599,943,3075,3,TIDAK_VALID,train
4018,3582,3276,2,KERTAS,train
2096,3521,612,3,TIDAK_VALID,train
558,304,291,0,BATU,train
3979,3559,2950,2,KERTAS,train
3797,3358,557,1,GUNTING,validation
3543,3223,1194,1,GUNTING,train
2970,2947,92,1,GUNTING,train
1924,2171,2132,3,TIDAK_VALID,train
863,1213,459,0,BATU,test
1795,3501,1815,3,TIDAK_VALID,train
3824,2972,234,1,GUNTING,train
3393,2911,3535,2,KERTAS,train
3676,3270,3872,2,KERTAS,train
664,4004,1342,3,TIDAK_VALID,train
3906,2953,37,1,GUNTING,train
3816,2917,4025,2,KERTAS,train
3343,3349,2985,2,KERTAS,train
2953,3904,1946,3,TIDAK_VALID,test
956,239,573,0,BATU,train
573,2806,2098,3,TIDAK_VALID,test
4042,3389,3191,2,KERTAS,train
3667,3637,279,1,GUNTING,train
1985,1904,2547,3,TIDAK_VALID,train
1494,2038,1943,3,TIDAK_VALID,train
1086,839,1102,0,BATU,test
3263,3968,3810,2,KERTAS,train
575,208,979,0,BATU,train
182,1150,538,0,BATU,train
626,351,1171,0,BATU,test
4082,3689,3512,2,KERTAS,train
2961,3041,1106,1,GUNTING,train
3084,3040,761,1,GUNTING,test
516,147,119,0,BATU,train
3021,2893,929,1,GUNTING,test
335,136,1175,0,BATU,train
1629,1672,517,3,TIDAK_VALID,test
3508,3260,277,1,GUNTING,train
3860,3897,3843,2,KERTAS,train
3824,4091,3516,2,KERTAS,train
232,423,119,0,BATU,train
3051,891,562,3,TIDAK_VALID,validation
966,406,1080,0,BATU,train
2972,3061,3030,2,KERTAS,train
3371,3292,3221,2,KERTAS,test
3300,3622,268,1,GUNTING,train
3477,3384,3764,2,KERTAS,test
2534,2231,147,3,TIDAK_VALID,train
238,1734,2,3,TIDAK_VALID,train
1169,146,1045,0,BATU,train
3829,3622,889,1,GUNTING,validation
3704,2883,956,1,GUNTING,validation
3534,3602,3640,2,KERTAS,validation
536,1222,597,0,BATU,train
518,3352,2818,3,TIDAK_VALID,train
2895,3055,691,1,GUNTING,train
4092,3626,3406,2,KERTAS,train
3854,1993,1068,3,TIDAK_VALID,validation
3572,4013,3672,2,KERTAS,validation
3106,3464,2921,2,KERTAS,train
2810,1764,3827,3,TIDAK_VALID,train
819,1942,207,3,TIDAK_VALID,train
2882,3091,3863,2,KERTAS,train
3329,1659,2484,3,TIDAK_VALID,train
3852,4015,584,1,GUNTING,train
1999,3657,2545,3,TIDAK_VALID,validation
2836,2867,741,3,TIDAK_VALID,train
4031,3069,1020,1,GUNTING,test
3906,3564,1129,1,GUNTING,test
986,1097,14,0,BATU,train
281,887,207,0,BATU,train
951,539,1055,0,BATU,train
3840,3479,354,1,GUNTING,train
258,1203,120,0,BATU,train
653,1281,1086,3,TIDAK_VALID,train
199,115,675,0,BATU,train
1273,1562,2578,3,TIDAK_VALID,train
3050,3638,3407,2,KERTAS,validation
929,579,597,0,BATU,train
878,1538,886,3,TIDAK_VALID,train
682,3625,1859,3,TIDAK_VALID,test
1989,456,3214,3,TIDAK_VALID,train
1626,2428,1343,3,TIDAK_VALID,validation
2214,2769,1867,3,TIDAK_VALID,test
3958,3535,1088,1,GUNTING,train
830,876,951,0,BATU,train
3897,3937,3053,2,KERTAS,train
3674,3636,3208,2,KERTAS,validation
2587,2248,18,3,TIDAK_VALID,train
3651,3290,487,1,GUNTING,train
587,935,1110,0,BATU,train
3245,1087,2969,3,TIDAK_VALID,train
3795,3290,197,1,GUNTING,train
135,372,320,0,BATU,test
939,1448,1997,3,TIDAK_VALID,train
2555,193,1550,3,TIDAK_VALID,train
4033,3265,693,1,GUNTING,train
3825,3972,3897,2,KERTAS,train
3479,36,698,3,TIDAK_VALID,train
3847,3184,1007,1,GUNTING,train
3176,3809,3682,2,KERTAS,validation
894,948,392,0,BATU,test
3555,3486,4056,2,KERTAS,train
3859,3246,578,1,GUNTING,test
3549,3816,3100,2,KERTAS,train
1158,429,319,0,BATU,test
3697,1183,625,3,TIDAK_VALID,train
2161,3123,1371,3,TIDAK_VALID,train
1543,3762,2701,3,TIDAK_VALID,train
915,161,244,0,BATU,train
1227,2719,340,3,TIDAK_VALID,train
3202,4089,1128,1,GUNTING,train
2935,2915,279,1,GUNTING,train
4086,3732,2929,2,KERTAS,train
1076,4055,79,3,TIDAK_VALID,test
3550,3154,3632,2,KERTAS,train
2964,2993,4056,2,KERTAS,train
3618,3501,681,1,GUNTING,validation
986,136,748,0,BATU,train
910,4047,3654,3,TIDAK_VALID,test
2296,1536,2208,3,TIDAK_VALID,train
1118,2329,594,3,TIDAK_VALID,validation
1137,387,338,0,BATU,test
3173,3779,4033,2,KERTAS,train
2083,3802,1726,3,TIDAK_VALID,test
3222,3013,190,1,GUNTING,train
191,1074,348,0,BATU,train
1144,147,144,0,BATU,train
1174,1205,908,0,BATU,train
2493,2417,743,3,TIDAK_VALID,train
4052,3718,3907,2,KERTAS,train
501,116,1093,0,BATU,train
3256,3453,3870,2,KERTAS,train
3166,2493,2075,3,TIDAK_VALID,test
467,530,1001,0,BATU,train
4016,92,2574,3,TIDAK_VALID,train
2868,3930,3394,2,KERTAS,train
1723,3219,240,3,TIDAK_VALID,validation
3581,3498,681,1,GUNTING,train
1089,1132,619,0,BATU,train
3348,3079,3611,2,KERTAS,validation
2986,3663,962,1,GUNTING,train
3047,3045,3769,2,KERTAS,test
3583,3114,3726,2,KERTAS,train
4001,3613,3964,2,KERTAS,train
714,3405,1330,3,TIDAK_VALID,train
3397,3991,238,1,GUNTING,test
130,2093,351,3,TIDAK_VALID,train
3272,2012,2320,3,TIDAK_VALID,validation
3636,3627,3445,2,KERTAS,test
3770,3757,3823,2,KERTAS,test
83,65,1,0,BATU,train
1026,262,5,0,BATU,train
560,3273,4047,3,TIDAK_VALID,test
417,88,584,0,BATU,train
3453,3941,614,1,GUNTING,train
3038,2915,1770,3,TIDAK_VALID,validation
2283,1299,3607,3,TIDAK_VALID,validation
1413,2914,500,3,TIDAK_VALID,train
1378,3758,1631,3,TIDAK_VALID,train
26,389,217,0,BATU,train
814,146,1151,0,BATU,train
1217,174,551,0,BATU,train
2987,2990,938,1,GUNTING,train
509,529,875,0,BATU,test
4050,3986,4062,2,KERTAS,train
3664,3394,523,1,GUNTING,test
3043,4038,178,1,GUNTING,train
2229,841,3558,3,TIDAK_VALID,test
3706,3996,3234,2,KERTAS,train
3620,2959,716,1,GUNTING,test
3494,3241,222,1,GUNTING,train
1178,872,781,0,BATU,train
2825,734,2464,3,TIDAK_VALID,validation
2940,3308,3233,2,KERTAS,train
3181,3569,2943,2,KERTAS,train
13,290,36,0,BATU,validation
1209,432,784,0,BATU,train
3744,3062,195,1,GUNTING,train
3362,3747,3712,2,KERTAS,validation
3114,2993,1010,1,GUNTING,train
1113,2840,880,3,TIDAK_VALID,test
727,825,973,0,BATU,validation
3021,3075,3621,2,KERTAS,validation
3542,3315,3983,2,KERTAS,train
299,3295,3452,3,TIDAK_VALID,train
1438,3713,1392,3,TIDAK_VALID,test
443,68,439,0,BATU,train
4024,3259,314,1,GUNTING,train
3079,4090,78,1,GUNTING,train
3027,883,1049,3,TIDAK_VALID,train
313,628,1165,0,BATU,train
2993,4033,794,1,GUNTING,test
3428,3544,826,1,GUNTING,validation
3874,3715,163,1,GUNTING,train
484,512,2,0,BATU,train
633,61,193,0,BATU,validation
2942,3396,479,1,GUNTING,train
1045,1042,280,0,BATU,train
3068,3029,1172,1,GUNTING,train
143,1118,1149,0,BATU,test
3984,3569,562,1,GUNTING,validation
3012,3450,723,1,GUNTING,train
3980,3956,2951,2,KERTAS,test
3247,2879,3150,2,KERTAS,test
3954,3434,391,1,GUNTING,test
3350,3332,3380,2,KERTAS,train
6,1123,882,0,BATU,test
3874,3348,3295,2,KERTAS,train
3966,3973,3822,2,KERTAS,validation
520,623,235,0,BATU,test
609,3,238,0,BATU,validation
3058,3709,1126,1,GUNTING,train
2076,1421,2977,3,TIDAK_VALID,train
2945,3018,3394,2,KERTAS,validation
433,874,23,0,BATU,train
744,315,330,0,BATU,validation
3080,2937,99,1,GUNTING,train
3174,3783,946,1,GUNTING,train
3759,23,2280,3,TIDAK_VALID,validation
161,64,1161,0,BATU,train
2633,2093,3916,3,TIDAK_VALID,train
2435,3899,3712,3,TIDAK_VALID,train
2495,3931,3572,3,TIDAK_VALID,train
2900,3885,3999,2,KERTAS,test
3083,3138,247,1,GUNTING,train
1084,784,641,0,BATU,train
3229,2896,3396,2,KERTAS,validation
297,760,1138,0,BATU,train
3224,3435,3733,2,KERTAS,train
3400,3030,2880,2,KERTAS,test
200,638,655,0,BATU,train
3210,3566,3162,2,KERTAS,train
3550,985,657,3,TIDAK_VALID,validation
3120,3945,3433,2,KERTAS,train
2758,2501,2123,3,TIDAK_VALID,train
365,1166,1126,0,BATU,train
3529,3711,1962,3,TIDAK_VALID,train
4065,3707,223,1,GUNTING,train
501,168,706,0,BATU,train
3833,3049,3087,2,KERTAS,train
4071,3144,518,1,GUNTING,train
1982,1776,807,3,TIDAK_VALID,train
1251,2842,3310,3,TIDAK_VALID,test
169,803,551,0,BATU,train
3879,3382,2919,2,KERTAS,test
852,2235,1096,3,TIDAK_VALID,train
4085,3060,367,1,GUNTING,validation
3195,2981,3351,2,KERTAS,train
3760,3916,491,1,GUNTING,train
231,594,829,0,BATU,validation
3766,3733,290,1,GUNTING,train
3899,3525,3877,2,KERTAS,train
126,584,741,0,BATU,train
3723,1966,3135,3,TIDAK_VALID,validation
3541,3024,2909,2,KERTAS,train
131,1227,818,0,BATU,train
3611,3004,3672,2,KERTAS,test
4018,3223,506,1,GUNTING,train
3458,2664,1605,3,TIDAK_VALID,train
519,2869,1690,3,TIDAK_VALID,test
3319,3072,3487,2,KERTAS,train
3844,3350,3167,2,KERTAS,test
3274,3747,769,1,GUNTING,train
2805,3158,3737,3,TIDAK_VALID,test
775,1112,386,0,BATU,validation
707,114,1037,0,BATU,train
3257,3292,719,1,GUNTING,train
2159,202,267,3,TIDAK_VALID,validation
3114,3561,3597,2,KERTAS,test
255,311,37,0,BATU,train
1056,465,1046,0,BATU,train
681,133,826,0,BATU,train
3828,2965,2894,2,KERTAS,train
458,60,134,0,BATU,train
3466,3050,430,1,GUNTING,train
3846,3193,208,1,GUNTING,validation
64,1136,122,0,BATU,train
2932,3285,847,1,GUNTING,train
3695,3914,3203,2,KERTAS,validation
3151,751,2162,3,TIDAK_VALID,validation
3790,3167,3350,2,KERTAS,train
3814,2474,3806,3,TIDAK_VALID,train
503,101,371,0,BATU,validation
3999,3497,766,1,GUNTING,train
3932,257,268,3,TIDAK_VALID,train
1072,834,111,0,BATU,train
3947,3624,3620,2,KERTAS,test
1207,746,522,0,BATU,train
1108,709,901,0,BATU,test
3574,3905,3105,2,KERTAS,train
487,484,302,0,BATU,train
2924,3556,3532,2,KERTAS,test
3415,2033,844,3,TIDAK_VALID,train
3944,3505,1023,1,GUNTING,train
714,426,726,0,BATU,train
1036,1109,1203,0,BATU,train
3938,3293,183,1,GUNTING,validation
3944,2822,2196,3,TIDAK_VALID,train
1926,2510,3627,3,TIDAK_VALID,train
152,504,684,0,BATU,train
2874,2889,3822,2,KERTAS,train
3425,3843,3040,2,KERTAS,test
3934,3780,3251,2,KERTAS,test
2092,1543,3245,3,TIDAK_VALID,train
2601,527,284,3,TIDAK_VALID,train
3830,2951,1613,3,TIDAK_VALID,validation
3711,2964,3982,2,KERTAS,train
3503,3184,3906,2,KERTAS,train
3180,3077,623,1,GUNTING,train
83,629,318,0,BATU,train
63,744,985,0,BATU,train
2398,612,1373,3,TIDAK_VALID,train
3774,4008,3950,2,KERTAS,validation
3741,3921,226,1,GUNTING,train
3393,4013,3894,2,KERTAS,train
4031,3974,2927,2,KERTAS,train
1379,977,3093,3,TIDAK_VALID,train
256,637,995,0,BATU,train
3612,4061,3327,2,KERTAS,train
3207,3870,686,1,GUNTING,test
3888,1287,1629,3,TIDAK_VALID,train
3614,3274,551,1,GUNTING,train
1210,2965,598,3,TIDAK_VALID,train
741,1210,444,0,BATU,train
3349,4052,3714,2,KERTAS,train
3857,3452,3103,2,KERTAS,train
3744,3581,3643,2,KERTAS,train
3294,3652,3505,2,KERTAS,train
3912,2970,3922,2,KERTAS,test
3912,2896,3892,2,KERTAS,train
69,1182,75,0,BATU,test
3752,3578,604,1,GUNTING,train
2909,3204,3790,2,KERTAS,train
3021,3211,3970,2,KERTAS,validation
4082,3125,3622,2,KERTAS,train
3789,3493,247,1,GUNTING,validation
3442,2999,885,1,GUNTING,validation
1031,574,2892,3,TIDAK_VALID,train
2377,893,12,3,TIDAK_VALID,train
3237,3036,806,1,GUNTING,train
1415,1434,2138,3,TIDAK_VALID,train
3675,3672,1098,1,GUNTING,validation
3954,3736,359,1,GUNTING,test
3757,3190,3271,2,KERTAS,train
3009,4010,135,1,GUNTING,validation
3283,3147,232,1,GUNTING,train
1104,1217,789,0,BATU,test
114,633,892,0,BATU,validation
3238,3275,824,1,GUNTING,train
3872,3319,453,1,GUNTING,validation
4054,3961,762,1,GUNTING,validation
1189,1030,175,0,BATU,train
3584,3513,3767,2,KERTAS,test
2963,2990,804,1,GUNTING,test
3020,3844,574,1,GUNTING,validation
523,156,779,0,BATU,test
636,603,651,0,BATU,train
3623,3815,676,1,GUNTING,train
792,2902,1275,3,TIDAK_VALID,train
507,3215,2529,3,TIDAK_VALID,train
1622,2563,3985,3,TIDAK_VALID,train
741,166,676,0,BATU,validation
2642,2858,423,3,TIDAK_VALID,train
2887,3199,3822,2,KERTAS,train
1172,181,1092,0,BATU,validation
776,901,2812,3,TIDAK_VALID,train
968,470,1204,0,BATU,train
3418,3344,251,1,GUNTING,validation
2559,2092,3804,3,TIDAK_VALID,test
2456,3347,1781,3,TIDAK_VALID,test
109,22,1636,3,TIDAK_VALID,train
741,507,460,0,BATU,train
1658,3355,2527,3,TIDAK_VALID,train
3612,4085,3565,2,KERTAS,train
1091,939,245,0,BATU,train
3094,3408,2872,2,KERTAS,train
3069,3714,3871,2,KERTAS,test
3228,3977,278,1,GUNTING,test
3440,4083,1224,1,GUNTING,train
127,784,432,0,BATU,train
3483,3624,3970,2,KERTAS,train
3720,3350,1228,1,GUNTING,train
1786,2505,335,3,TIDAK_VALID,validation
4035,3263,780,1,GUNTING,test
2875,3599,324,1,GUNTING,train
785,3,1220,0,BATU,train
3663,2951,1025,1,GUNTING,train
680,487,832,0,BATU,train
1151,231,132,0,BATU,train
1179,969,301,0,BATU,test
2951,3918,3102,2,KERTAS,train
793,4011,1654,3,TIDAK_VALID,test
2939,3114,677,1,GUNTING,train
3235,3673,3867,2,KERTAS,test
3444,3786,4049,2,KERTAS,train
3091,1317,2946,3,TIDAK_VALID,train
1087,1446,4038,3,TIDAK_VALID,train
956,944,717,0,BATU,validation
848,20,1177,0,BATU,train
2890,3482,1060,1,GUNTING,train
3115,3720,3440,2,KERTAS,test
3869,189,1841,3,TIDAK_VALID,validation
1383,1114,618,3,TIDAK_VALID,train
2978,3054,4063,2,KERTAS,train
761,252,1105,0,BATU,test
3783,2970,951,1,GUNTING,train
769,1121,185,0,BATU,train
4080,2953,3485,2,KERTAS,test
3469,2974,966,1,GUNTING,test
2161,2726,591,3,TIDAK_VALID,validation
759,873,1194,0,BATU,validation
3495,3864,157,1,GUNTING,train
3601,3093,3906,2,KERTAS,train
3641,3635,3050,2,KERTAS,test
352,308,323,0,BATU,train
3540,3087,903,1,GUNTING,validation
3842,3094,3951,2,KERTAS,test
3217,194,1593,3,TIDAK_VALID,train
401,3012,492,3,TIDAK_VALID,train
4031,3496,962,1,GUNTING,test
652,729,27,0,BATU,train
348,705,225,0,BATU,train
2941,3530,3539,2,KERTAS,train
3229,3836,683,1,GUNTING,train
116,204,888,0,BATU,train
4043,3584,3701,2,KERTAS,train
3260,3807,148,1,GUNTING,test
1264,622,621,3,TIDAK_VALID,validation
3762,3564,654,1,GUNTING,test
3044,3660,4075,2,KERTAS,train
3653,1141,2626,3,TIDAK_VALID,validation
3633,4063,3937,2,KERTAS,train
536,952,43,0,BATU,train
3911,3284,126,1,GUNTING,validation
3022,3351,3342,2,KERTAS,train
3419,1596,1550,3,TIDAK_VALID,train
3058,3478,381,1,GUNTING,train
745,1460,3956,3,TIDAK_VALID,test
3937,3815,1778,3,TIDAK_VALID,train
2958,3002,850,1,GUNTING,train
3297,3145,3481,2,KERTAS,train
3918,3738,978,1,GUNTING,train
1051,479,652,0,BATU,train
68,428,1063,0,BATU,train
3103,3383,3427,2,KERTAS,validation
427,4018,2247,3,TIDAK_VALID,test
459,1160,621,0,BATU,train
3299,3728,971,1,GUNTING,train
2894,2951,975,1,GUNTING,validation
2975,3172,72,1,GUNTING,train
4038,3387,4062,2,KERTAS,validation
2936,3233,2963,2,KERTAS,train
2950,3991,913,1,GUNTING,test
3270,3857,107,1,GUNTING,train
3398,3000,189,1,GUNTING,train
3151,2919,3391,2,KERTAS,validation
3360,3754,1124,1,GUNTING,train
3347,3051,3033,2,KERTAS,train
3088,3746,439,1,GUNTING,train
3687,3558,1409,3,TIDAK_VALID,train
3785,3975,323,1,GUNTING,validation
3722,3435,846,1,GUNTING,test
4034,3460,133,1,GUNTING,train
1057,794,103,0,BATU,validation
310,2963,3157,3,TIDAK_VALID,train
2079,3139,72,3,TIDAK_VALID,train
3093,1688,2295,3,TIDAK_VALID,validation
3407,3060,3020,2,KERTAS,validation
4045,3929,4006,2,KERTAS,test
1053,2499,1154,3,TIDAK_VALID,train
1034,406,843,0,BATU,train
1222,97,473,0,BATU,train
2061,484,1748,3,TIDAK_VALID,train
1308,1449,2576,3,TIDAK_VALID,validation
3091,3074,3087,2,KERTAS,test
3459,4073,88,1,GUNTING,test
3053,3131,332,1,GUNTING,train
3376,3913,3268,2,KERTAS,validation
3619,3687,1123,1,GUNTING,train
3409,816,2775,3,TIDAK_VALID,test
286,359,602,0,BATU,train
3386,3140,245,1,GUNTING,validation
1385,3201,3067,3,TIDAK_VALID,test
3781,3554,3595,2,KERTAS,train
2892,3580,3255,2,KERTAS,test
2983,3423,417,1,GUNTING,train
223,115,805,0,BATU,validation
2937,3748,3727,2,KERTAS,test
3659,3804,3830,2,KERTAS,train
3036,3598,980,1,GUNTING,test
124,336,648,0,BATU,train
3208,2932,906,1,GUNTING,train
3372,3097,929,1,GUNTING,train
3471,3801,479,1,GUNTING,validation
264,720,240,0,BATU,train
4054,2598,2605,3,TIDAK_VALID,train
1116,972,566,0,BATU,train
3823,2995,489,1,GUNTING,validation
2933,2561,2671,3,TIDAK_VALID,train
669,508,1035,0,BATU,validation
886,127,623,0,BATU,validation
832,36,493,0,BATU,train
1663,3217,2179,3,TIDAK_VALID,test
3568,2113,723,3,TIDAK_VALID,train
3470,3547,3386,2,KERTAS,validation
3841,3952,369,1,GUNTING,test
3995,3172,1089,1,GUNTING,train
563,114,690,0,BATU,train
279,103,125,0,BATU,test
176,3342,212,3,TIDAK_VALID,train
3912,3241,3420,2,KERTAS,train
3070,3453,746,1,GUNTING,train
2887,3932,604,1,GUNTING,validation
3534,4030,661,1,GUNTING,validation
2891,3029,687,1,GUNTING,test
280,933,681,0,BATU,train
3823,3536,3754,2,KERTAS,train
2619,860,2265,3,TIDAK_VALID,train
3215,3623,3979,2,KERTAS,validation
3460,2990,3508,2,KERTAS,train
3254,3026,854,1,GUNTING,train
2753,642,1771,3,TIDAK_VALID,train
3562,3365,4024,2,KERTAS,validation
2592,3123,1690,3,TIDAK_VALID,test
4028,3681,4039,2,KERTAS,train
3270,3616,3584,2,KERTAS,validation
3341,3287,3344,2,KERTAS,validation
3585,3974,3223,2,KERTAS,validation
772,2946,1024,3,TIDAK_VALID,train
296,75,674,0,BATU,train
3601,3539,3093,2,KERTAS,train
3615,3078,668,1,GUNTING,train
432,1216,570,0,BATU,validation
3211,3820,138,1,GUNTING,train
3540,3303,3755,2,KERTAS,train
2600,3775,3022,3,TIDAK_VALID,test
1007,646,1224,0,BATU,train
3333,3297,3617,2,KERTAS,train
3634,3464,895,1,GUNTING,validation
3265,3879,422,1,GUNTING,validation
604,649,740,0,BATU,train
789,531,278,0,BATU,validation
3578,3362,3173,2,KERTAS,train
860,798,1156,0,BATU,train
3885,3287,3392,2,KERTAS,validation
168,483,1097,0,BATU,train
416,548,1062,0,BATU,train
526,1158,779,0,BATU,test
924,625,379,0,BATU,test
3345,2973,3897,2,KERTAS,train
2168,800,2827,3,TIDAK_VALID,train
2617,3941,2022,3,TIDAK_VALID,train
392,3979,2721,3,TIDAK_VALID,train
3023,3826,3182,2,KERTAS,train
3084,3866,3301,2,KERTAS,train
2494,598,1736,3,TIDAK_VALID,train
1928,2615,938,3,TIDAK_VALID,test
